cohort	window	year	category	label_ru	role	group	matches	universe_records	records_with_abstract	matches_per_1000
text_only	full	2019	long_reads	Длинные чтения / direct RNA	overview	omics	71	58008	54707	1.223969
text_only	full	2019	crystallography_nmr	Кристаллография / ЯМР	overview	structure	142	58008	54707	2.447938
text_only	full	2019	annotation_homology	Аннотация / методы гомологии	overview	computation	152	58008	54707	2.620328
text_only	full	2019	spatial_omics	Пространственные омики	overview	omics	0	58008	54707	0.000000
text_only	full	2019	compound_screening	Массовый скрининг соединений	overview	assays	90	58008	54707	1.551510
text_only	full	2019	immune_repertoire	Профилирование иммунного репертуара	overview	assays	37	58008	54707	0.637843
text_only	full	2019	deep_mutational	Deep mutational scanning	overview	computation	8	58008	54707	0.137912
text_only	full	2019	functional_screens	Функциональные геномные скрининги	overview	models	39	58008	54707	0.672321
text_only	full	2019	classic_ml	Классическое машинное обучение	ai_detail	ai	290	58008	54707	4.999310
text_only	full	2019	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	105	58008	54707	1.810095
text_only	full	2019	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	58008	54707	0.000000
text_only	full	2019	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	2	58008	54707	0.034478
text_only	full	2019	ai_structure	AI-предсказание структур	ai_detail	ai	0	58008	54707	0.000000
text_only	full	2019	nlp	NLP / анализ научных текстов	ai_detail	ai	29	58008	54707	0.499931
text_only	full	2019	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	2	58008	54707	0.034478
text_only	full	2020	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	7729	149002	116071	51.871787
text_only	full	2020	serology	Серология / иммуноанализ	overview	assays	4563	149002	116071	30.623750
text_only	full	2020	transcriptomics	Транскриптомика / RNA-seq	overview	omics	1731	149002	116071	11.617294
text_only	full	2020	ai_all	AI / машинное / глубокое обучение	overview	ai	1743	149002	116071	11.697830
text_only	full	2020	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2363	149002	116071	15.858848
text_only	full	2020	animal_models	Животные модели	overview	models	2320	149002	116071	15.570261
text_only	full	2020	genome_seq	Геномное / массовое секвенирование	overview	omics	1367	149002	116071	9.174373
text_only	full	2020	cell_culture	Клеточные линии / первичные культуры	overview	models	2812	149002	116071	18.872230
text_only	full	2020	metagenomics	Метагеномика / виромика	overview	omics	720	149002	116071	4.832150
text_only	full	2020	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	1027	149002	116071	6.892525
text_only	full	2020	molecular_modeling	Молекулярное моделирование	overview	computation	1385	149002	116071	9.295177
text_only	full	2020	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1292	149002	116071	8.671025
text_only	full	2020	proteomics	Протеомика / интерактомика	overview	omics	774	149002	116071	5.194561
text_only	full	2020	single_cell	Одноклеточные / ядерные омики	overview	omics	446	149002	116071	2.993248
text_only	full	2020	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	92	149002	116071	0.617441
text_only	full	2020	math_epi	Математическая эпидемиология	overview	computation	619	149002	116071	4.154307
text_only	full	2020	systems_biology	Системная биология / мультиомика	overview	computation	107	149002	116071	0.718111
text_only	full	2020	metabolomics	Метаболомика / липидомика	overview	omics	210	149002	116071	1.409377
text_only	full	2020	biosensors	Биосенсоры / микрофлюидика	overview	assays	447	149002	116071	2.999960
text_only	full	2020	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	490	149002	116071	3.288546
text_only	full	2020	crispr_diagnostics	CRISPR-диагностика	overview	assays	38	149002	116071	0.255030
text_only	full	2020	cryo_em	Крио-ЭМ / электронная томография	overview	structure	304	149002	116071	2.040241
text_only	full	2020	wastewater	Надзор: сточные воды / среда	overview	population	115	149002	116071	0.771802
text_only	full	2020	organoids	Органоиды / органы-на-чипе	overview	models	150	149002	116071	1.006698
text_only	full	2020	cell_microscopy	Клеточная микроскопия	overview	structure	305	149002	116071	2.046952
text_only	full	2020	epigenomics	Эпигеномика / модификации РНК	overview	omics	301	149002	116071	2.020107
text_only	full	2020	long_reads	Длинные чтения / direct RNA	overview	omics	106	149002	116071	0.711400
text_only	full	2020	crystallography_nmr	Кристаллография / ЯМР	overview	structure	231	149002	116071	1.550315
text_only	full	2020	annotation_homology	Аннотация / методы гомологии	overview	computation	183	149002	116071	1.228171
text_only	full	2020	spatial_omics	Пространственные омики	overview	omics	1	149002	116071	0.006711
text_only	full	2020	compound_screening	Массовый скрининг соединений	overview	assays	145	149002	116071	0.973141
text_only	full	2020	immune_repertoire	Профилирование иммунного репертуара	overview	assays	76	149002	116071	0.510060
text_only	full	2020	deep_mutational	Deep mutational scanning	overview	computation	14	149002	116071	0.093958
text_only	full	2020	functional_screens	Функциональные геномные скрининги	overview	models	43	149002	116071	0.288587
text_only	full	2020	classic_ml	Классическое машинное обучение	ai_detail	ai	864	149002	116071	5.798580
text_only	full	2020	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	605	149002	116071	4.060348
text_only	full	2020	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	0	149002	116071	0.000000
text_only	full	2020	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	3	149002	116071	0.020134
text_only	full	2020	ai_structure	AI-предсказание структур	ai_detail	ai	2	149002	116071	0.013423
text_only	full	2020	nlp	NLP / анализ научных текстов	ai_detail	ai	132	149002	116071	0.885894
text_only	full	2020	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	20	149002	116071	0.134226
text_only	full	2021	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	10068	181890	158628	55.352136
text_only	full	2021	serology	Серология / иммуноанализ	overview	assays	6125	181890	158628	33.674199
text_only	full	2021	transcriptomics	Транскриптомика / RNA-seq	overview	omics	2385	181890	158628	13.112321
text_only	full	2021	ai_all	AI / машинное / глубокое обучение	overview	ai	3840	181890	158628	21.111661
text_only	full	2021	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2735	181890	158628	15.036561
text_only	full	2021	animal_models	Животные модели	overview	models	2678	181890	158628	14.723184
text_only	full	2021	genome_seq	Геномное / массовое секвенирование	overview	omics	1934	181890	158628	10.632800
text_only	full	2021	cell_culture	Клеточные линии / первичные культуры	overview	models	3104	181890	158628	17.065259
text_only	full	2021	metagenomics	Метагеномика / виромика	overview	omics	918	181890	158628	5.047006
text_only	full	2021	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	1207	181890	158628	6.635879
text_only	full	2021	molecular_modeling	Молекулярное моделирование	overview	computation	2098	181890	158628	11.534444
text_only	full	2021	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1432	181890	158628	7.872890
text_only	full	2021	proteomics	Протеомика / интерактомика	overview	omics	1056	181890	158628	5.805707
text_only	full	2021	single_cell	Одноклеточные / ядерные омики	overview	omics	710	181890	158628	3.903458
text_only	full	2021	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	1422	181890	158628	7.817912
text_only	full	2021	math_epi	Математическая эпидемиология	overview	computation	825	181890	158628	4.535708
text_only	full	2021	systems_biology	Системная биология / мультиомика	overview	computation	206	181890	158628	1.132553
text_only	full	2021	metabolomics	Метаболомика / липидомика	overview	omics	325	181890	158628	1.786794
text_only	full	2021	biosensors	Биосенсоры / микрофлюидика	overview	assays	775	181890	158628	4.260817
text_only	full	2021	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	591	181890	158628	3.249217
text_only	full	2021	crispr_diagnostics	CRISPR-диагностика	overview	assays	55	181890	158628	0.302381
text_only	full	2021	cryo_em	Крио-ЭМ / электронная томография	overview	structure	357	181890	158628	1.962725
text_only	full	2021	wastewater	Надзор: сточные воды / среда	overview	population	287	181890	158628	1.577877
text_only	full	2021	organoids	Органоиды / органы-на-чипе	overview	models	240	181890	158628	1.319479
text_only	full	2021	cell_microscopy	Клеточная микроскопия	overview	structure	349	181890	158628	1.918742
text_only	full	2021	epigenomics	Эпигеномика / модификации РНК	overview	omics	391	181890	158628	2.149651
text_only	full	2021	long_reads	Длинные чтения / direct RNA	overview	omics	170	181890	158628	0.934631
text_only	full	2021	crystallography_nmr	Кристаллография / ЯМР	overview	structure	266	181890	158628	1.462422
text_only	full	2021	annotation_homology	Аннотация / методы гомологии	overview	computation	207	181890	158628	1.138050
text_only	full	2021	spatial_omics	Пространственные омики	overview	omics	9	181890	158628	0.049480
text_only	full	2021	compound_screening	Массовый скрининг соединений	overview	assays	206	181890	158628	1.132553
text_only	full	2021	immune_repertoire	Профилирование иммунного репертуара	overview	assays	104	181890	158628	0.571774
text_only	full	2021	deep_mutational	Deep mutational scanning	overview	computation	22	181890	158628	0.120952
text_only	full	2021	functional_screens	Функциональные геномные скрининги	overview	models	51	181890	158628	0.280389
text_only	full	2021	classic_ml	Классическое машинное обучение	ai_detail	ai	1931	181890	158628	10.616307
text_only	full	2021	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1502	181890	158628	8.257738
text_only	full	2021	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	3	181890	158628	0.016493
text_only	full	2021	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	3	181890	158628	0.016493
text_only	full	2021	ai_structure	AI-предсказание структур	ai_detail	ai	12	181890	158628	0.065974
text_only	full	2021	nlp	NLP / анализ научных текстов	ai_detail	ai	314	181890	158628	1.726318
text_only	full	2021	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	49	181890	158628	0.269394
text_only	full	2022	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	8978	169646	154176	52.921967
text_only	full	2022	serology	Серология / иммуноанализ	overview	assays	5734	169646	154176	33.799795
text_only	full	2022	transcriptomics	Транскриптомика / RNA-seq	overview	omics	2688	169646	154176	15.844759
text_only	full	2022	ai_all	AI / машинное / глубокое обучение	overview	ai	4322	169646	154176	25.476581
text_only	full	2022	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2541	169646	154176	14.978249
text_only	full	2022	animal_models	Животные модели	overview	models	2666	169646	154176	15.715077
text_only	full	2022	genome_seq	Геномное / массовое секвенирование	overview	omics	2146	169646	154176	12.649871
text_only	full	2022	cell_culture	Клеточные линии / первичные культуры	overview	models	2950	169646	154176	17.389152
text_only	full	2022	metagenomics	Метагеномика / виромика	overview	omics	1077	169646	154176	6.348514
text_only	full	2022	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	1255	169646	154176	7.397758
text_only	full	2022	molecular_modeling	Молекулярное моделирование	overview	computation	2037	169646	154176	12.007356
text_only	full	2022	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1513	169646	154176	8.918572
text_only	full	2022	proteomics	Протеомика / интерактомика	overview	omics	1088	169646	154176	6.413355
text_only	full	2022	single_cell	Одноклеточные / ядерные омики	overview	omics	798	169646	154176	4.703913
text_only	full	2022	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	2657	169646	154176	15.662026
text_only	full	2022	math_epi	Математическая эпидемиология	overview	computation	676	169646	154176	3.984768
text_only	full	2022	systems_biology	Системная биология / мультиомика	overview	computation	259	169646	154176	1.526709
text_only	full	2022	metabolomics	Метаболомика / липидомика	overview	omics	385	169646	154176	2.269432
text_only	full	2022	biosensors	Биосенсоры / микрофлюидика	overview	assays	910	169646	154176	5.364111
text_only	full	2022	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	561	169646	154176	3.306886
text_only	full	2022	crispr_diagnostics	CRISPR-диагностика	overview	assays	57	169646	154176	0.335994
text_only	full	2022	cryo_em	Крио-ЭМ / электронная томография	overview	structure	372	169646	154176	2.192801
text_only	full	2022	wastewater	Надзор: сточные воды / среда	overview	population	351	169646	154176	2.069014
text_only	full	2022	organoids	Органоиды / органы-на-чипе	overview	models	261	169646	154176	1.538498
text_only	full	2022	cell_microscopy	Клеточная микроскопия	overview	structure	333	169646	154176	1.962911
text_only	full	2022	epigenomics	Эпигеномика / модификации РНК	overview	omics	414	169646	154176	2.440376
text_only	full	2022	long_reads	Длинные чтения / direct RNA	overview	omics	207	169646	154176	1.220188
text_only	full	2022	crystallography_nmr	Кристаллография / ЯМР	overview	structure	210	169646	154176	1.237872
text_only	full	2022	annotation_homology	Аннотация / методы гомологии	overview	computation	222	169646	154176	1.308607
text_only	full	2022	spatial_omics	Пространственные омики	overview	omics	23	169646	154176	0.135576
text_only	full	2022	compound_screening	Массовый скрининг соединений	overview	assays	187	169646	154176	1.102295
text_only	full	2022	immune_repertoire	Профилирование иммунного репертуара	overview	assays	99	169646	154176	0.583568
text_only	full	2022	deep_mutational	Deep mutational scanning	overview	computation	27	169646	154176	0.159155
text_only	full	2022	functional_screens	Функциональные геномные скрининги	overview	models	51	169646	154176	0.300626
text_only	full	2022	classic_ml	Классическое машинное обучение	ai_detail	ai	2206	169646	154176	13.003549
text_only	full	2022	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1754	169646	154176	10.339177
text_only	full	2022	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	3	169646	154176	0.017684
text_only	full	2022	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	7	169646	154176	0.041262
text_only	full	2022	ai_structure	AI-предсказание структур	ai_detail	ai	62	169646	154176	0.365467
text_only	full	2022	nlp	NLP / анализ научных текстов	ai_detail	ai	385	169646	154176	2.269432
text_only	full	2022	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	59	169646	154176	0.347783
text_only	full	2023	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	6842	131402	122369	52.069223
text_only	full	2023	serology	Серология / иммуноанализ	overview	assays	4364	131402	122369	33.211062
text_only	full	2023	transcriptomics	Транскриптомика / RNA-seq	overview	omics	2672	131402	122369	20.334546
text_only	full	2023	ai_all	AI / машинное / глубокое обучение	overview	ai	3564	131402	122369	27.122875
text_only	full	2023	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2402	131402	122369	18.279783
text_only	full	2023	animal_models	Животные модели	overview	models	2561	131402	122369	19.489810
text_only	full	2023	genome_seq	Геномное / массовое секвенирование	overview	omics	1919	131402	122369	14.604040
text_only	full	2023	cell_culture	Клеточные линии / первичные культуры	overview	models	2538	131402	122369	19.314775
text_only	full	2023	metagenomics	Метагеномика / виромика	overview	omics	1167	131402	122369	8.881143
text_only	full	2023	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	1198	131402	122369	9.117061
text_only	full	2023	molecular_modeling	Молекулярное моделирование	overview	computation	1683	131402	122369	12.808024
text_only	full	2023	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1339	131402	122369	10.190104
text_only	full	2023	proteomics	Протеомика / интерактомика	overview	omics	992	131402	122369	7.549352
text_only	full	2023	single_cell	Одноклеточные / ядерные омики	overview	omics	799	131402	122369	6.080577
text_only	full	2023	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	1827	131402	122369	13.903898
text_only	full	2023	math_epi	Математическая эпидемиология	overview	computation	410	131402	122369	3.120196
text_only	full	2023	systems_biology	Системная биология / мультиомика	overview	computation	246	131402	122369	1.872118
text_only	full	2023	metabolomics	Метаболомика / липидомика	overview	omics	423	131402	122369	3.219129
text_only	full	2023	biosensors	Биосенсоры / микрофлюидика	overview	assays	761	131402	122369	5.791388
text_only	full	2023	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	580	131402	122369	4.413936
text_only	full	2023	crispr_diagnostics	CRISPR-диагностика	overview	assays	44	131402	122369	0.334850
text_only	full	2023	cryo_em	Крио-ЭМ / электронная томография	overview	structure	338	131402	122369	2.572259
text_only	full	2023	wastewater	Надзор: сточные воды / среда	overview	population	376	131402	122369	2.861448
text_only	full	2023	organoids	Органоиды / органы-на-чипе	overview	models	286	131402	122369	2.176527
text_only	full	2023	cell_microscopy	Клеточная микроскопия	overview	structure	316	131402	122369	2.404834
text_only	full	2023	epigenomics	Эпигеномика / модификации РНК	overview	omics	394	131402	122369	2.998432
text_only	full	2023	long_reads	Длинные чтения / direct RNA	overview	omics	205	131402	122369	1.560098
text_only	full	2023	crystallography_nmr	Кристаллография / ЯМР	overview	structure	216	131402	122369	1.643811
text_only	full	2023	annotation_homology	Аннотация / методы гомологии	overview	computation	201	131402	122369	1.529657
text_only	full	2023	spatial_omics	Пространственные омики	overview	omics	40	131402	122369	0.304409
text_only	full	2023	compound_screening	Массовый скрининг соединений	overview	assays	119	131402	122369	0.905618
text_only	full	2023	immune_repertoire	Профилирование иммунного репертуара	overview	assays	107	131402	122369	0.814295
text_only	full	2023	deep_mutational	Deep mutational scanning	overview	computation	38	131402	122369	0.289189
text_only	full	2023	functional_screens	Функциональные геномные скрининги	overview	models	58	131402	122369	0.441394
text_only	full	2023	classic_ml	Классическое машинное обучение	ai_detail	ai	1795	131402	122369	13.660370
text_only	full	2023	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1321	131402	122369	10.053119
text_only	full	2023	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	12	131402	122369	0.091323
text_only	full	2023	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	68	131402	122369	0.517496
text_only	full	2023	ai_structure	AI-предсказание структур	ai_detail	ai	91	131402	122369	0.692531
text_only	full	2023	nlp	NLP / анализ научных текстов	ai_detail	ai	271	131402	122369	2.062373
text_only	full	2023	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	47	131402	122369	0.357681
text_only	full	2024	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	6245	111702	105539	55.907683
text_only	full	2024	serology	Серология / иммуноанализ	overview	assays	4193	111702	105539	37.537376
text_only	full	2024	transcriptomics	Транскриптомика / RNA-seq	overview	omics	2953	111702	105539	26.436411
text_only	full	2024	ai_all	AI / машинное / глубокое обучение	overview	ai	3327	111702	105539	29.784605
text_only	full	2024	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2437	111702	105539	21.816977
text_only	full	2024	animal_models	Животные модели	overview	models	2767	111702	105539	24.771266
text_only	full	2024	genome_seq	Геномное / массовое секвенирование	overview	omics	2000	111702	105539	17.904782
text_only	full	2024	cell_culture	Клеточные линии / первичные культуры	overview	models	2577	111702	105539	23.070312
text_only	full	2024	metagenomics	Метагеномика / виромика	overview	omics	1248	111702	105539	11.172584
text_only	full	2024	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	1112	111702	105539	9.955059
text_only	full	2024	molecular_modeling	Молекулярное моделирование	overview	computation	1525	111702	105539	13.652397
text_only	full	2024	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1432	111702	105539	12.819824
text_only	full	2024	proteomics	Протеомика / интерактомика	overview	omics	1016	111702	105539	9.095629
text_only	full	2024	single_cell	Одноклеточные / ядерные омики	overview	omics	925	111702	105539	8.280962
text_only	full	2024	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	1281	111702	105539	11.468013
text_only	full	2024	math_epi	Математическая эпидемиология	overview	computation	354	111702	105539	3.169146
text_only	full	2024	systems_biology	Системная биология / мультиомика	overview	computation	278	111702	105539	2.488765
text_only	full	2024	metabolomics	Метаболомика / липидомика	overview	omics	482	111702	105539	4.315053
text_only	full	2024	biosensors	Биосенсоры / микрофлюидика	overview	assays	656	111702	105539	5.872769
text_only	full	2024	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	600	111702	105539	5.371435
text_only	full	2024	crispr_diagnostics	CRISPR-диагностика	overview	assays	44	111702	105539	0.393905
text_only	full	2024	cryo_em	Крио-ЭМ / электронная томография	overview	structure	437	111702	105539	3.912195
text_only	full	2024	wastewater	Надзор: сточные воды / среда	overview	population	386	111702	105539	3.455623
text_only	full	2024	organoids	Органоиды / органы-на-чипе	overview	models	264	111702	105539	2.363431
text_only	full	2024	cell_microscopy	Клеточная микроскопия	overview	structure	376	111702	105539	3.366099
text_only	full	2024	epigenomics	Эпигеномика / модификации РНК	overview	omics	448	111702	105539	4.010671
text_only	full	2024	long_reads	Длинные чтения / direct RNA	overview	omics	244	111702	105539	2.184383
text_only	full	2024	crystallography_nmr	Кристаллография / ЯМР	overview	structure	230	111702	105539	2.059050
text_only	full	2024	annotation_homology	Аннотация / методы гомологии	overview	computation	183	111702	105539	1.638288
text_only	full	2024	spatial_omics	Пространственные омики	overview	omics	65	111702	105539	0.581905
text_only	full	2024	compound_screening	Массовый скрининг соединений	overview	assays	150	111702	105539	1.342859
text_only	full	2024	immune_repertoire	Профилирование иммунного репертуара	overview	assays	97	111702	105539	0.868382
text_only	full	2024	deep_mutational	Deep mutational scanning	overview	computation	46	111702	105539	0.411810
text_only	full	2024	functional_screens	Функциональные геномные скрининги	overview	models	57	111702	105539	0.510286
text_only	full	2024	classic_ml	Классическое машинное обучение	ai_detail	ai	1714	111702	105539	15.344398
text_only	full	2024	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1048	111702	105539	9.382106
text_only	full	2024	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	34	111702	105539	0.304381
text_only	full	2024	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	142	111702	105539	1.271240
text_only	full	2024	ai_structure	AI-предсказание структур	ai_detail	ai	133	111702	105539	1.190668
text_only	full	2024	nlp	NLP / анализ научных текстов	ai_detail	ai	206	111702	105539	1.844193
text_only	full	2024	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	79	111702	105539	0.707239
text_only	full	2025	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	6190	105267	100188	58.802854
text_only	full	2025	serology	Серология / иммуноанализ	overview	assays	4510	105267	100188	42.843436
text_only	full	2025	transcriptomics	Транскриптомика / RNA-seq	overview	omics	3668	105267	100188	34.844728
text_only	full	2025	ai_all	AI / машинное / глубокое обучение	overview	ai	3993	105267	100188	37.932115
text_only	full	2025	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2827	105267	100188	26.855520
text_only	full	2025	animal_models	Животные модели	overview	models	3054	105267	100188	29.011941
text_only	full	2025	genome_seq	Геномное / массовое секвенирование	overview	omics	2434	105267	100188	23.122156
text_only	full	2025	cell_culture	Клеточные линии / первичные культуры	overview	models	2515	105267	100188	23.891628
text_only	full	2025	metagenomics	Метагеномика / виромика	overview	omics	1525	105267	100188	14.486971
text_only	full	2025	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	1322	105267	100188	12.558542
text_only	full	2025	molecular_modeling	Молекулярное моделирование	overview	computation	1773	105267	100188	16.842885
text_only	full	2025	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1485	105267	100188	14.106985
text_only	full	2025	proteomics	Протеомика / интерактомика	overview	omics	1153	105267	100188	10.953100
text_only	full	2025	single_cell	Одноклеточные / ядерные омики	overview	omics	1243	105267	100188	11.808069
text_only	full	2025	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	1081	105267	100188	10.269125
text_only	full	2025	math_epi	Математическая эпидемиология	overview	computation	344	105267	100188	3.267881
text_only	full	2025	systems_biology	Системная биология / мультиомика	overview	computation	517	105267	100188	4.911321
text_only	full	2025	metabolomics	Метаболомика / липидомика	overview	omics	559	105267	100188	5.310306
text_only	full	2025	biosensors	Биосенсоры / микрофлюидика	overview	assays	716	105267	100188	6.801752
text_only	full	2025	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	700	105267	100188	6.649757
text_only	full	2025	crispr_diagnostics	CRISPR-диагностика	overview	assays	89	105267	100188	0.845469
text_only	full	2025	cryo_em	Крио-ЭМ / электронная томография	overview	structure	493	105267	100188	4.683329
text_only	full	2025	wastewater	Надзор: сточные воды / среда	overview	population	341	105267	100188	3.239382
text_only	full	2025	organoids	Органоиды / органы-на-чипе	overview	models	356	105267	100188	3.381877
text_only	full	2025	cell_microscopy	Клеточная микроскопия	overview	structure	375	105267	100188	3.562370
text_only	full	2025	epigenomics	Эпигеномика / модификации РНК	overview	omics	536	105267	100188	5.091814
text_only	full	2025	long_reads	Длинные чтения / direct RNA	overview	omics	315	105267	100188	2.992391
text_only	full	2025	crystallography_nmr	Кристаллография / ЯМР	overview	structure	221	105267	100188	2.099423
text_only	full	2025	annotation_homology	Аннотация / методы гомологии	overview	computation	204	105267	100188	1.937929
text_only	full	2025	spatial_omics	Пространственные омики	overview	omics	141	105267	100188	1.339451
text_only	full	2025	compound_screening	Массовый скрининг соединений	overview	assays	194	105267	100188	1.842933
text_only	full	2025	immune_repertoire	Профилирование иммунного репертуара	overview	assays	87	105267	100188	0.826470
text_only	full	2025	deep_mutational	Deep mutational scanning	overview	computation	70	105267	100188	0.664976
text_only	full	2025	functional_screens	Функциональные геномные скрининги	overview	models	73	105267	100188	0.693475
text_only	full	2025	classic_ml	Классическое машинное обучение	ai_detail	ai	1995	105267	100188	18.951808
text_only	full	2025	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	1090	105267	100188	10.354622
text_only	full	2025	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	79	105267	100188	0.750473
text_only	full	2025	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	241	105267	100188	2.289416
text_only	full	2025	ai_structure	AI-предсказание структур	ai_detail	ai	213	105267	100188	2.023426
text_only	full	2025	nlp	NLP / анализ научных текстов	ai_detail	ai	190	105267	100188	1.804934
text_only	full	2025	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	89	105267	100188	0.845469
text_only	full	2026	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	4355	68806	65340	63.293899
text_only	full	2026	serology	Серология / иммуноанализ	overview	assays	3393	68806	65340	49.312560
text_only	full	2026	transcriptomics	Транскриптомика / RNA-seq	overview	omics	2894	68806	65340	42.060285
text_only	full	2026	ai_all	AI / машинное / глубокое обучение	overview	ai	2860	68806	65340	41.566142
text_only	full	2026	phylogenetics	Филогенетика / геномная эпидем.	overview	population	2063	68806	65340	29.982850
text_only	full	2026	animal_models	Животные модели	overview	models	2218	68806	65340	32.235561
text_only	full	2026	genome_seq	Геномное / массовое секвенирование	overview	omics	1760	68806	65340	25.579165
text_only	full	2026	cell_culture	Клеточные линии / первичные культуры	overview	models	1628	68806	65340	23.660727
text_only	full	2026	metagenomics	Метагеномика / виромика	overview	omics	1285	68806	65340	18.675697
text_only	full	2026	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	939	68806	65340	13.647066
text_only	full	2026	molecular_modeling	Молекулярное моделирование	overview	computation	1206	68806	65340	17.527541
text_only	full	2026	cytometry	Цитометрия / иммунофенотипинг	overview	assays	1054	68806	65340	15.318432
text_only	full	2026	proteomics	Протеомика / интерактомика	overview	omics	872	68806	65340	12.673313
text_only	full	2026	single_cell	Одноклеточные / ядерные омики	overview	omics	1003	68806	65340	14.577217
text_only	full	2026	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	615	68806	65340	8.938174
text_only	full	2026	math_epi	Математическая эпидемиология	overview	computation	278	68806	65340	4.040345
text_only	full	2026	systems_biology	Системная биология / мультиомика	overview	computation	591	68806	65340	8.589367
text_only	full	2026	metabolomics	Метаболомика / липидомика	overview	omics	500	68806	65340	7.266808
text_only	full	2026	biosensors	Биосенсоры / микрофлюидика	overview	assays	454	68806	65340	6.598262
text_only	full	2026	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	510	68806	65340	7.412144
text_only	full	2026	crispr_diagnostics	CRISPR-диагностика	overview	assays	67	68806	65340	0.973752
text_only	full	2026	cryo_em	Крио-ЭМ / электронная томография	overview	structure	363	68806	65340	5.275703
text_only	full	2026	wastewater	Надзор: сточные воды / среда	overview	population	239	68806	65340	3.473534
text_only	full	2026	organoids	Органоиды / органы-на-чипе	overview	models	310	68806	65340	4.505421
text_only	full	2026	cell_microscopy	Клеточная микроскопия	overview	structure	266	68806	65340	3.865942
text_only	full	2026	epigenomics	Эпигеномика / модификации РНК	overview	omics	391	68806	65340	5.682644
text_only	full	2026	long_reads	Длинные чтения / direct RNA	overview	omics	228	68806	65340	3.313665
